id,collection,dc.contributor.advisor,dc.contributor.advisor[],dc.contributor.author,dc.contributor.author[],dc.contributor.other,dc.contributor.other[],dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.issued[],dc.description,dc.description.abstract,dc.description.abstract[],dc.description.provenance[],dc.description.provenance[en],dc.description.version[],dc.description[],dc.format.extent,dc.format.extent[],dc.identifier.isbn,dc.identifier.isbn[],dc.identifier.issn,dc.identifier.issn[],dc.identifier.other[],dc.identifier.uri,dc.identifier.uri[],dc.language.iso,dc.language.iso[],dc.publisher,dc.publisher[],dc.relation.ispartofseries[],dc.subject,dc.subject[],dc.title,dc.title.alternative,dc.title.alternative[],dc.title[],dc.type,dc.type[],dlc.field1,dlc.khoabiensoan,dlc.maintopic,drm.version.number,dspace.entity.type,dspace.entity.type[vn],dspace.object.owner,organization.address.addressCountry,organization.address.addressLocality,organization.foundingDate,organization.legalName,person.academic.rank,person.birthDate,person.contributor.other,person.displayName,person.email,person.familyName,person.givenName,person.jobTitle,relation.isAuthorOfPublication,relation.isAuthorOfPublication.latestForDiscovery,relation.isOrgUnitOfPerson,relation.isOrgUnitOfPerson.latestForDiscovery,relation.isPersonOfOrgUnit,relation.isPersonOfOrgUnit.latestForDiscovery,relation.isPublicationOfAuthor,relation.isPublicationOfAuthor.latestForDiscovery
1321cb41-77fe-4a4d-be15-d3918b6ee8c5,UNETI/377,,"Giáp, Văn Dương",,"Lưu, Văn Quyết",,,2024-03-17T03:48:49Z,2024-03-17T03:48:49Z,,2021,,,"Trình bày cơ sở lý thuyết chung về điện tim, nghiên cứu phương pháp Chebyshev trong bộ lọc IIR, Nghiên cứu hệ thống đo tín hiệu điện tim có tích hợp cac giải pháp cách ly để phục vụ thực hành thực tập. Nghiên cứu ứng dụng phương pháp Chebyshev trong bộ lọ",,"Made available in DSpace on 2024-03-17T03:48:49Z (GMT). No. of bitstreams: 1
25867.pdf: 3660804 bytes, checksum: 36e234d577be8cf8ddb9f60a86eee1af (MD5)
  Previous issue date: 2021",,ĐTTS ghi: Trường ĐHKTKTCN,,85 tr.,,,,,25867,https://dlib.uneti.edu.vn/handle/UNETI/807,,,vi,,,,,Nghiên cứu||Ứng dụng||Điện tử||Công nghệ kỹ thuật điện tử - viễn thông,,,,"Nghiên cứu ứng dụng phương pháp Chebyshev trong bộ lọc IIR vào hệ thống đo tín hiệu điện tim có tích hợp các giải pháp cách ly để phục vụ thực hành, thực tập tại trường Đại học Kinh tế - Kỹ thuật Công nghiệp",,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
1328c7a7-e264-4dbf-bb22-30d3e1a531ac,UNETI/370,,"Trương, Thị Thảo",,"Đỗ, Minh Anh",,,2024-03-17T04:04:07Z,2024-03-17T04:04:07Z,,2022,,,"Đưa ra lý luận về vốn lưu động, tình hình quản lý và sử dụng vốn lưu động của doanh nghiệp. Thực trạng và đề xuất giải pháp nâng cao hiệu quả sử dụng vốn lưu động tại công ty cổ phần phích nước Rạng Đông.",,"Made available in DSpace on 2024-03-17T04:04:07Z (GMT). No. of bitstreams: 1
z_DoMinhAnh.pdf: 1527861 bytes, checksum: b0164939a257d34241e64dc9df8491bc (MD5)
  Previous issue date: 2022",,ĐTTS ghi: Trường Đại học Kinh tế - Kỹ thuật Công nghiệp,,"VIII, 60 tr., [15]",,,,,27209,https://dlib.uneti.edu.vn/handle/UNETI/1793,,,vi,,,,,Hiệu quả sử dụng||Vốn lưu động||Tài chính - ngân hàng và bảo hiểm||Tài chính - Ngân hàng,,,,Phân tích tình hình quản lý và sử dụng vốn lưu động tại công ty cổ phần bóng đèn phích nước Rạng Đông,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
1330db70-080a-4d99-97d9-c4f93d870b11,UNETI/370,,"Đỗ, Thị Kim Thu",,"Nguyễn, Hồng Nhung",,,2024-03-17T04:05:50Z,2024-03-17T04:05:50Z,,2019,,,,,"Made available in DSpace on 2024-03-17T04:05:50Z (GMT). No. of bitstreams: 1
zNguyenHongNhung.pdf: 1222169 bytes, checksum: 77c7b555868120e1987461a3d044bdb7 (MD5)
  Previous issue date: 2019",,,,58 tr.,,,,,11806,https://dlib.uneti.edu.vn/handle/UNETI/1972,,,vi,,,,,Hoạt động tín dụng||Ngân hàng TMCP công thương||Tài chính - ngân hàng và bảo hiểm||Tài chính - Ngân hàng,,,,"Giải pháp hạn chế rủi ro trong hoạt động tín dụng tại ngân hàng TMCP công thương Việt Nam, phòng giao dịch Cẩm Phú",,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
134e92a3-394e-447d-b41b-5972df4072f8,UNETI/387,,,,,,"Phạm, Văn Minh||Nguyễn, Hải Bình||Hà, Huy Giáp||Trần, Quốc Đạt",2024-03-17T04:29:32Z,2024-03-17T04:29:32Z,,2020,,,,,"Made available in DSpace on 2024-03-17T04:29:32Z (GMT). No. of bitstreams: 1
zTLHT_LyThuyetDieuKhienTuDong.pdf: 6709998 bytes, checksum: 0a159e721880947edd66813ab58153e3 (MD5)
  Previous issue date: 2020",,ĐTTS ghi: Trường ĐH Kinh tế - Kỹ thuật Công nghiệp,,238 tr.,,,,,24253,https://dlib.uneti.edu.vn/handle/UNETI/3716,,,,,,,,Điện||Công nghệ kỹ thuật điều khiển và TĐH,,,,Tài liệu học tập Lý thuyết điều khiển tự động,,Tài liệu học tập,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
13788b8a-3951-46fd-8e8f-acc818443ca3,UNETI/366,,"Nguyễn, Thị Hằng",,"Nguyễn, Thị Hạnh",,,2024-03-17T04:26:12Z,2024-03-17T04:26:12Z,,2020,,,"Áp dụng những kiến thức đã học vào thực tế, Tìm hiểu công tác kế toán cũng như tầm quan trọng của kế toán công nợ phải thu và công nợ phải trả trong công ty TNHH Hai thành viên thực phẩm lý tưởng Việt Nam trong tháng 02/2019. Đưa ra những nhận xét đánh gi",,"Made available in DSpace on 2024-03-17T04:26:12Z (GMT). No. of bitstreams: 1
NguyenThi HanhZ.pdf: 1618724 bytes, checksum: dd583bbd3a6ac0d3ac318f2dd554782e (MD5)
  Previous issue date: 2020",,ĐTTS ghi: Trường ĐHKTKTCN,,72tr,,,,,22911,https://dlib.uneti.edu.vn/handle/UNETI/3441,,,,,,,,Kế toán;||Kế toán||Kế toán,,,,Kế toán công nợ phải thu và công nợ phải trả tại Công ty TNHH Hai thành viên thực phẩm lý tưởng Việt Nam,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
13d23202-c322-4714-9c32-38f163742ec0,UNETI/370,,"Phạm, Thị Ngọc Mai",,"Đinh, Duy Cường",,,2024-03-17T04:05:36Z,2024-03-17T04:05:36Z,,2019,,,,,"Made available in DSpace on 2024-03-17T04:05:36Z (GMT). No. of bitstreams: 1
zDinhHuyCuong.pdf: 1242938 bytes, checksum: e7fb192074089146bf69d951e0fb933f (MD5)
  Previous issue date: 2019",,,,79 tr.,,,,,11782,https://dlib.uneti.edu.vn/handle/UNETI/1952,,,vi,,,,,Vốn kinh doanh||Công ty cổ phần và đầu tư||XNK Việt Phát||Tài chính - ngân hàng và bảo hiểm||Tài chính - Ngân hàng,,,,Nâng cao hiệu quả sử dụng vốn kinh doanh của công ty cổ phần đầu tư thương mại XNK Việt Phát,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
13df322d-78cc-4566-bb82-0b6a6eba4d67,UNETI/362,,"Nguyễn, Thị Thái Thủy",,"Nguyễn, Thị Nhài",,,2024-03-17T04:10:32Z,2024-03-17T04:10:32Z,,2020,,,"Nghiên cứu thực trạng và đề xuất giải pháp nhằm phát triển nhân lực để đáp ứng nhu cầu thu hút được nhân tài và đồng thời phải kích thích, động viên đội ngũ nhân viên hiện tại phấn đấu học tập nâng cao trình độ và tận tâm với công việc, gắn bó lâu dài với",,"Made available in DSpace on 2024-03-17T04:10:32Z (GMT). No. of bitstreams: 1
ZNguyenThiNhai.pdf: 1802041 bytes, checksum: 908e27dc0e6b3fc868e47a702f3200aa (MD5)
  Previous issue date: 2020",,ĐTTS ghi: Trường ĐHKTKTCN,,75 tr.,,,,,22965,https://dlib.uneti.edu.vn/handle/UNETI/2102,,,,,,,,Quản trị nhân lực||Quản trị và Marketing||Quản trị kinh doanh,,,,Một số giải pháp nâng cao hiệu quả quản trị nhân lực tại công ty TNHH sản xuất thương mại và dịch vụ Hưng Thịnh Phát,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
13ea7d60-168a-4206-a2f7-45b6d26c4821,UNETI/434,,,,"Will, Margret",,"Doris, Guenther",2024-03-17T04:42:45Z,2024-03-17T04:42:45Z,,2007,,,"Glossary of relevant terms, mandatory and voluntary standards, standard setting and/or benchmarking oranisations...",,"Made available in DSpace on 2024-03-17T04:42:45Z (GMT). No. of bitstreams: 1
zFoodQualityAndSafetyStandards.pdf: 6938653 bytes, checksum: 3540af0aa74b9224c1153794e1b92dfb (MD5)
  Previous issue date: 2007",2nd ed.,,,160 tr.,,,,,30520,https://dlib.uneti.edu.vn/handle/UNETI/4144,,,en,,gtz,,,Safety standards||Food||Công nghệ thực phẩm||Công nghệ thực phẩm,,,,Food quality and safety standards,,Sách ngoại văn,,,,,,,,,,,,,,,,,,,,,,,,,,,
13f73749-f39b-4ecf-bb95-3119c8f91da6,UNETI/434,,,,"Lê, Xuân Phương",,,2024-03-17T04:38:27Z,2024-03-17T04:38:27Z,,2001,,,,,"Made available in DSpace on 2024-03-17T04:38:27Z (GMT). No. of bitstreams: 1
zViSinhVatCN.pdf: 12569424 bytes, checksum: 7865c6640a8bd27516a41ce75242e508 (MD5)
  Previous issue date: 2001",,,,386 tr.,,,,,12280,https://dlib.uneti.edu.vn/handle/UNETI/3804,,,vi,,Xây dựng,,,Vi sinh vật||Công nghiệp||Công nghệ thực phẩm||Công nghệ thực phẩm,,,,Vi sinh vật công nghiệp,,Sách tham khảo,,,,,,,,,,,,,,,,,,,,,,,,,,,
13fa3509-ba7a-4c9a-960c-aa97fde34630,UNETI/434,,,,"Lê, Văn Hiếu",,,2024-03-17T04:45:36Z,2024-03-17T04:45:36Z,,,,,,,"Made available in DSpace on 2024-03-17T04:45:36Z (GMT). No. of bitstreams: 1
11408.pdf: 1509647 bytes, checksum: 6e4f2ff9589422318d19945e68a7cc29 (MD5)",,,,69 tr.,,,,,11408,https://dlib.uneti.edu.vn/handle/UNETI/4282,,,vi,,,,,Công nghệ||Sửa chữa may công cụ||Cơ khí||Công nghệ kỹ thuật cơ khí,,,,Công nghệ sửa chữa máy công cụ,,Sách tham khảo,,,,,,,,,,,,,,,,,,,,,,,,,,,
143a5189-3578-42dd-b015-7879e8802b85,UNETI/366,,"Nguyễn, Ngọc Lan",,"Trần, Thị Minh Hằng",,,2024-03-17T04:27:50Z,2024-03-17T04:27:50Z,,2020,,,"Tổng quan về công ty TNHH Thương mại công nghệ H2D. Tìm hiểu, đánh giá thực trạng, từ đó đưa ra một số kiến nghị về công tác kế toán tại công ty TNHH Thương mại công nghệ H2D",,"Made available in DSpace on 2024-03-17T04:27:50Z (GMT). No. of bitstreams: 1
zTranThiMinhHang.pdf: 3773506 bytes, checksum: d3dc8f0ee59aa0ea0f6f6c12ef169691 (MD5)
  Previous issue date: 2020",,ĐTTS ghi: Trường ĐHKTKTCN,,80 tr.,,,,,22892,https://dlib.uneti.edu.vn/handle/UNETI/3628,,,,,,,,Kế toán;||Kế toán||Kế toán,,,,Kế toán hàng hoá và tiêu thụ hàng hoá tại Công ty TNHH Thương Mại Công Nghệ H2D,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
143e0f8c-05dd-46a7-9033-4dfaf08ae9a3,UNETI/375,,"Võ, Thu Hà",,"Nguyễn, Thị Thu Hiền",,,2024-03-17T03:59:02Z,2024-03-17T03:59:02Z,,2019,,,,,"Made available in DSpace on 2024-03-17T03:59:02Z (GMT). No. of bitstreams: 1
11561.pdf: 3359985 bytes, checksum: 06c7f7f8fb9e0fa848fa0dd24f4407c9 (MD5)
  Previous issue date: 2019",,,,61 tr.,,,,,11561,https://dlib.uneti.edu.vn/handle/UNETI/1638,,,vi,,,,,"Nghiên cứu thiết kế||Truyền động điều khển||Động cơ không đồng bộ||Hệ thống băng tải||Điện||Công nghệ kỹ thuật điện, điện tử",,,,Nghiên cứu thiết kế hệ truyền động điều khiển động cơ không đồng bộ ba pha trong hệ thống băng tải,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
14483382-9f94-49ac-b032-d67b8f6416f3,UNETI/370,,"Lê, Hải Hà",,"Vũ, Thị Liên",,,2024-03-17T04:06:10Z,2024-03-17T04:06:10Z,,2019,,,,,"Made available in DSpace on 2024-03-17T04:06:10Z (GMT). No. of bitstreams: 1
zVuThiLien.pdf: 2016985 bytes, checksum: 5cfd05d6d2022e0911e9ebecc9da9503 (MD5)
  Previous issue date: 2019",,,,81 tr.,,,,,11739,https://dlib.uneti.edu.vn/handle/UNETI/1997,,,vi,,,,,Giao dịch chứng khoán||Niêm yết trên sàn||Phân tích cổ phiếu||Tài chính - ngân hàng và bảo hiểm||Kinh tế học,,,,Phân tích cổ phiếu của các công ty niêm yết trên sàn giao dịch chứng khoán Hồ Chí Minh,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
144982f4-f9f7-4591-9e78-7f37b943d870,UNETI/387,,,,"Trần, Thị vân",,"Vũ, Văn Giang||Trần, Thị Kim Phượng",2024-03-17T04:24:39Z,2024-03-17T04:24:39Z,,2022,,,"Tổng quan về thương hiệu, xây dựng thương hiệu, bảo vệ thương hiệu, truyền thông thương hiệu, phát triển thương hiệu, xây dựng thương hiệu trên thị trường quốc tế",,"Made available in DSpace on 2024-03-17T04:24:39Z (GMT). No. of bitstreams: 1
zTLHT_XayDungVaPhatTrienThuongHieu.pdf: 2750942 bytes, checksum: 8203d29daae5db04cb2dc35e0ec6eb80 (MD5)
  Previous issue date: 2022",,ĐTTS ghi: Trường Đại học Kinh tế - Kỹ thuật Công nghiệp,,150 tr.,,,,,26866,https://dlib.uneti.edu.vn/handle/UNETI/3214,,,vi,,,,,Thương hiệu||Quản trị kinh doanh||Thương mại||Kinh doanh Thương mại,,,,Tài liệu học tập Xây dựng và phát triển thương hiệu,,Tài liệu học tập,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
145ac7d3-ef31-4032-a932-a2fa8c8bbf48,UNETI/387,,,"Trần, Thị Hoàng Yến::virtual::644::600",,,"Hà, Anh Dũng",2024-03-17T04:26:09Z,2024-03-17T04:26:09Z,,2023,,,"Biến cố ngẫu nhiên và xác suất, biến ngẫu nhiên một chiều, một số phân phối xác suất thông dụng, biến ngẫu nhiên nhiều chiều, các định lý giới hạn",,"Made available in DSpace on 2024-03-17T04:26:09Z (GMT). No. of bitstreams: 1
zTLHT_LyThuyetXacSuat.pdf: 5057209 bytes, checksum: 468f48dabe03f79c27b11874d035a556 (MD5)
  Previous issue date: 2023",,ĐTTS ghi: Trường ĐHKTKTCN,,"V, 191 tr.",,9786049464218,,,29795,https://dlib.uneti.edu.vn/handle/UNETI/3434,,,vi,,,,,Tài liệu học tập||Xác suất||Khoa học ứng dụng||Toán học,,,,Tài liệu học tập Lý thuyết xác suất,,Tài liệu học tập,,,,,Publication,,,,,,,,,,,,,,,1c4cdafc-cb2a-44b7-bf17-14357bcfdebf::virtual::644::600,1c4cdafc-cb2a-44b7-bf17-14357bcfdebf::virtual::644::600,,,,,,
146473aa-af25-4093-a662-0e1526efdcdf,UNETI/387,,,"Bùi, Huy Hải::virtual::602::600",Khoa Điện tử,,,2024-03-17T04:26:16Z,2024-03-17T04:26:16Z,,2023,,,"Cơ sở đại số logic, mạch logic tổ hợp, mạch dãy",,"Made available in DSpace on 2024-03-17T04:26:16Z (GMT). No. of bitstreams: 1
zTLHT_KyThuatDienTuSo.pdf: 3029254 bytes, checksum: 529c2e94b725d538966e562f2177ec18 (MD5)
  Previous issue date: 2023",,ĐTTS ghi: Trường ĐHKTKTCN,,105 tr.,,,,,30114,https://dlib.uneti.edu.vn/handle/UNETI/3450,,,vi,,,,,Tài liệu học tập||Điện tử số||Điện tử||Công nghệ kỹ thuật điện tử - viễn thông,,,,Tài liệu học tập kỹ thuật điện tử số : Lưu hành nội bộ,,Tài liệu học tập,,,,,Publication,,,,,,,,,,,,,,,1b8cf8a4-04f9-4bf8-a180-1c98cca7f1c8::virtual::602::600,1b8cf8a4-04f9-4bf8-a180-1c98cca7f1c8::virtual::602::600,,,,,,
146e5426-1279-48bf-9baf-b3da1806ac4f,UNETI/434,,,,"Nguyễn, Thanh Nam",,,2024-03-17T03:46:46Z,2024-03-17T03:46:46Z,,2020,,,"Kiến thức cơ bản về kéo sợi, xé trộn và làm sạch xơ, chải thô vật liệu thô, chải kỹ vật liệu xơ. Làm đều và làm sản phẩm máy ghép, kéo sợi thô, kéo sợi con",,"Made available in DSpace on 2024-03-17T03:46:46Z (GMT). No. of bitstreams: 1
zBaiGiangCongNgheThietBiKeoSoi.pdf: 12269767 bytes, checksum: 79ba7eae5f317e067f2efe022593eab4 (MD5)
  Previous issue date: 2020",,Trường ĐH kinh tế Kỹ thuật Công nghiệp. Khoa dệt may thời trang,,398 tr.,,,,,28632,https://dlib.uneti.edu.vn/handle/UNETI/659,,,vi,,,,,"Bài giảng||Kéo sợi||Dệt may và Thời trang||Công nghệ sợi, dệt",,,,Bài giảng công nghệ thiết bị kéo sợi,,Sách tham khảo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476a543-3acb-4523-bbf9-77ce805cf9de,UNETI/387,,,,"Lê, Như Trang",,"Phạm, Văn Liệu||Nguyễn, Văn Mùi",2024-03-17T04:26:42Z,2024-03-17T04:26:42Z,,2023,,,"Tài liệu cung cấp những kiến thức cơ bản cho sinh viên thuộc chuyên ngành cơ khí, cơ điện tử, đồng thời cũng là tài liệu hỗ trợ việc giảng dạy và nghiên cứu của các cán bộ đang công tác trong lĩnh vực cơ khí và cơ điện tử.",,"Made available in DSpace on 2024-03-17T04:26:42Z (GMT). No. of bitstreams: 1
zTLHT_ToChucNhaMayCoKhi.pdf: 3788376 bytes, checksum: e97b98c6dc9636c02a403004f575563c (MD5)
  Previous issue date: 2023",,,,101 tr.,,,,,30785,https://dlib.uneti.edu.vn/handle/UNETI/3503,,,vi,,,,,Quản lý||Nhà máy||Cơ khí||Cơ khí||Công nghệ kỹ thuật ô tô,,,,Tài liệu học tập Tổ chức quản lý nhà máy cơ khí,,Tài liệu học tập,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
147c8ff2-1a92-48d9-929b-5626bc7d4792,UNETI/381,,"Đào, Thị Phương anh",,"Nguyễn, Thu Giang",,,2024-03-17T03:52:38Z,2024-03-17T03:52:38Z,,2020,,,"Giới thiệu về GOOGLE FIREBASE: giới thiệu tổng quan về các dịch vụ, ưu điểm và nhược điểm. Trình bày tổng quan về FIREBASE REALTIME DATABASE và những đặc điểm nổi bật. Xây dựng APP HALOO: Các công cụ sử dụng trong Project, xác định mô hình thiết kế, đặc t",,"Made available in DSpace on 2024-03-17T03:52:38Z (GMT). No. of bitstreams: 1
zNguyenThuGiang.pdf: 2186007 bytes, checksum: 7adf4c8b56743e2ce577124700672ee2 (MD5)
  Previous issue date: 2020",,ĐTTS ghi: Trường ĐHKTKTCN,,53 tr.,,,,,22702,https://dlib.uneti.edu.vn/handle/UNETI/1199,,,,,,,,Công nghệ thông tin||Công nghệ thông tin||Công nghệ thông tin,,,,Nghiên cứu công nghệ Firebase xây dựng ứng dụng liên lạc trực tuyến trên nền tảng di động,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
147ebada-3f32-4dce-a2ac-cf86987e292d,UNETI/383,,"Hồ, Tuấn Anh",,"Nguyễn, Thị Thu",,,2024-03-17T02:43:19Z,2024-03-17T02:43:19Z,,2020,,,"Lập luận kinh tế kỹ thuật, nguyên liệu sản xuất bánh quy dai và bánh quy xốp, công nghệ sản xuất, lập kế hoạch sản xuất, tính cân bằng vật chất, tính toán và chọn thiết bị, tính thiết kế và xây dựng, tính hơi, tính lạnh, tính điện, tính nước nhiên liệu, t",,"Made available in DSpace on 2024-03-17T02:43:19Z (GMT). No. of bitstreams: 1
zNguyenThiThu_k10_thucpham.pdf: 2337114 bytes, checksum: 49b44262bce2068a5d80d708124772e3 (MD5)
  Previous issue date: 2020",,ĐTTS ghi: Trường ĐHKTKTCN,,151 tr.,,,,,22749,https://dlib.uneti.edu.vn/handle/UNETI/480,,,,,,,,Sản xuất bánh quy||Công nghệ thực phẩm||Công nghệ thực phẩm,,,,Thiết kế nhà máy sản xuất bánh quy dai và bánh quy xốp với tổng năng xuất 5000 tấn /năm,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
148ac17b-1176-4bec-ae45-fe40ef5367d7,UNETI/434,,,,"Trần, Ngọc Chấn",,,2024-03-17T04:41:51Z,2024-03-17T04:41:51Z,,2011,,,Tổng quan về những kiến thức cơ bản về không khí ẩm. Ảnh hưởng của môi trường không khí và chọn thông số tính toán các hệ thống điều hòa không khí...,,"Made available in DSpace on 2024-03-17T04:41:51Z (GMT). No. of bitstreams: 1
28767.pdf: 16307090 bytes, checksum: a9c14a7458e69544a8395e94d7ab06bf (MD5)
  Previous issue date: 2011",,,,431 tr.,,,,,28767,https://dlib.uneti.edu.vn/handle/UNETI/4093,,,vi,,Xây dựng,,,"Điều hòa||Không khí||Dệt may và Thời trang||Công nghệ sợi, dệt",,,,Kỹ thuật thông gió,,Sách tham khảo,,,,,,,,,,,,,,,,,,,,,,,,,,,
14b817b2-ad9a-4d94-b207-8056e3f3c1fe,UNETI/387,,,,,,"Phạm, Văn Huy||Nguyễn, Đức Điển||Trần, Ngọc Sơn||Đặng, Thị Tuyết Minh||Nguyễn, Thị Thành||Hà, Huy Giáp",2024-03-17T04:23:49Z,2024-03-17T04:23:49Z,,2021,,,,,"Made available in DSpace on 2024-03-17T04:23:49Z (GMT). No. of bitstreams: 1
zTLHT_DieuKhiePLCvaMangTruyenThongCongNghiep.pdf: 10535489 bytes, checksum: fc713c6079d0f48f4749839a5a49b835 (MD5)
  Previous issue date: 2021",,ĐTTS ghi: Trường ĐHKTKTCN,,150 tr.,,,,,26420,https://dlib.uneti.edu.vn/handle/UNETI/3049,,,,,,,,"Tài liệu học tập||Điện||Công nghệ kỹ thuật điện, điện tử",,,,Tài liệu học tập Điều khiển PLC và mạng truyền thông CN,,Tài liệu học tập,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
14ddbe50-e3e1-489c-b05b-4b80eff3a81a,UNETI/366,,"Nguyễn, Thị Ngọc Lan",,"Nguyễn, Thị Thêu",,,2024-03-17T04:25:50Z,2024-03-17T04:25:50Z,,,,,,,"Made available in DSpace on 2024-03-17T04:25:50Z (GMT). No. of bitstreams: 1
zNguyenThiTheu.pdf: 1767694 bytes, checksum: ebc9cc88c35d8c52a29d98837b71f035 (MD5)",,,,80 tr.,,,,,11810,https://dlib.uneti.edu.vn/handle/UNETI/3393,,,vi,,,,,Kế toán||Tài sản cố định||Gas petrolimex||Kế toán||Kế toán,,,,Kế toán tài sản cố định tại tổng công ty Gas petrolimex,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
14e08a12-d77e-4035-85ee-f2ca027034e8,UNETI/366,,"Nguyễn, Thị Thu Hà",,"Vũ, Thị Ngọc Ánh",,,2024-03-17T04:23:54Z,2024-03-17T04:23:54Z,,2022,,,Tổng quan về Công ty TNHH thương mại Sơn Dương. Nêu ra thực trạng và một số kiến nghị nhằm hoàn thiện công tác kế toán xác định kết quả kinh doanh tại Công ty...,,"Made available in DSpace on 2024-03-17T04:23:54Z (GMT). No. of bitstreams: 1
zVuThiNgocAnh_K12.pdf: 2491591 bytes, checksum: 851c7e210aba9977edd1e66720a4fff4 (MD5)
  Previous issue date: 2022",,ĐTTS ghi: Trường Đại học Kinh tế kỹ thuật công nghiệp,,"VII, 132 tr.",,,,,27046,https://dlib.uneti.edu.vn/handle/UNETI/3069,,,vi,,,,,Kế toán||Kinh doanh||Kế toán||Kế toán,,,,Kế toán xác định kết quả kinh doanh tại Công ty TNHH thương mại Sơn Dương,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
14f43a28-68c6-40b9-8daa-5b041af8d6a1,UNETI/387,,,,,,"Nguyễn, Cao Cường||Võ, Thu Hà||Nguyễn, Đức Điển||Nguyễn, Thị Thành||Mai, Văn Duy",2024-03-17T04:25:05Z,2024-03-17T04:25:05Z,,2022,,,"Thiết kế bộ biến đổi chỉnh lưu, thiết kế bộ biến đổi điều áp xoay chiều, thiết kế bộ biến đổi băm xung một chiều, nghịch lưu độc lập và biến tần",,"Made available in DSpace on 2024-03-17T04:25:05Z (GMT). No. of bitstreams: 1
zTLHT_ThietKeHeThongDienTuCongSuat.pdf: 4659533 bytes, checksum: ad641749e9ed3f75c94cd17aefd34ed7 (MD5)
  Previous issue date: 2022",,ĐTTS ghi: Trường ĐHKTKTCN,,164 tr.,,,,,27371,https://dlib.uneti.edu.vn/handle/UNETI/3285,,,vi,,,,,"Tài liệu học tập||Điện tử công suất||Điện||Công nghệ kỹ thuật điện, điện tử",,,,Tài liệu học tập Thiết kế hệ thống điện tử công suất,,Tài liệu học tập,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
14f65013-1e0c-46d5-b5dd-20c8d2bbd922,UNETI/370,,"Nguyễn, Thị Tình",,"Nguyễn, Quỳnh Trang",,,2024-03-17T04:06:40Z,2024-03-17T04:06:40Z,,2020,,,Khái quát về hoạt động của ngân hàng và đưa ra lý luận chung về phát triển hoạt động tín dụng cá nhân tại ngân hàng thương mại. Phân tích tình hình tín dụng cá nhân tại SeABank - Chi nhánh Cầu Giấy giai đoạn 2017-2019. Phân tích các chỉ tiêu về phát triển,,"Made available in DSpace on 2024-03-17T04:06:40Z (GMT). No. of bitstreams: 1
zNguyenQuynhTrang.pdf: 1492199 bytes, checksum: 7657cdc49850ba156cbda5f2bdcde340 (MD5)
  Previous issue date: 2020",,ĐTTS ghi: Trường ĐHKTKTCN,,74 tr.,,,,,23036,https://dlib.uneti.edu.vn/handle/UNETI/2034,,,,,,,,Tài chính ngân hàng||Tài chính - ngân hàng và bảo hiểm||Tài chính doanh nghiệp,,,,Phát triển hoạt động tín dụng khách hàng cá nhân tại ngân hàng TMCP SeaBank chi nhánh Cầu Giấy,,Khóa luận tốt nghiệp,,,,,Publication,,,,,,,,,,,,,,,,,,,,,,
